municipio,partido,votos,porcentaje
MORON,LA LIBERTAD AVANZA,71808.0,40.17
MORON,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,10330.0,5.77
MORON,SOMOS BUENOS AIRES,5990.0,3.35
MORON,POTENCIA,2209.0,1.23
MORON,UNION Y LIBERTAD,1972.0,1.1
MORON,UNION LIBERAL,1421.0,0.79
MORON,POLITICA OBRERA,1278.0,0.71
MORON,PARTIDO LIBERTARIO,1173.0,0.65
MORON,ES CON VOS ES CON NOSOTROS,980.0,0.54
MORON,MOVIMIENTO AVANZADA SOCIALISTA,924.0,0.51
MORON,VALORES REPUBLICANOS,821.0,0.45
MORON,PARTIDO TIEMPO DE TODOS,792.0,0.44
MORON,CONSTRUYENDO PORVENIR,547.0,0.3
MORON,FRENTE PATRIOTA FEDERAL,436.0,0.24
NAVARRO,FUERZA PATRIA,2988.0,36.48
NAVARRO,LA LIBERTAD AVANZA,2930.0,35.77
NAVARRO,SOMOS BUENOS AIRES,1546.0,18.87
NAVARRO,CONSTRUYENDO PORVENIR,266.0,3.24
NAVARRO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,89.0,1.08
NAVARRO,UNION Y LIBERTAD,79.0,0.96
NAVARRO,POTENCIA,77.0,0.94
NAVARRO,UNION LIBERAL,62.0,0.75
NAVARRO,PARTIDO TIEMPO DE TODOS,34.0,0.41
NAVARRO,POLITICA OBRERA,33.0,0.4
NAVARRO,ES CON VOS ES CON NOSOTROS,32.0,0.39
NAVARRO,VALORES REPUBLICANOS,23.0,0.28
NAVARRO,MOVIMIENTO AVANZADA SOCIALISTA,18.0,0.21
NAVARRO,FRENTE PATRIOTA FEDERAL,12.0,0.14
NAVARRO,PARTIDO LIBERTARIO,0.0,0.0
NECOCHEA,LA LIBERTAD AVANZA,18744.0,47.26
NECOCHEA,FUERZA PATRIA,12593.0,31.75
NECOCHEA,SOMOS BUENOS AIRES,2550.0,6.42
NECOCHEA,POTENCIA,1394.0,3.51
NECOCHEA,UNION Y LIBERTAD,1355.0,3.41
NECOCHEA,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,1344.0,3.38
NECOCHEA,VALORES REPUBLICANOS,458.0,1.15
NECOCHEA,POLITICA OBRERA,365.0,0.92
NECOCHEA,FRENTE PATRIOTA FEDERAL,309.0,0.77
NECOCHEA,MOVIMIENTO AVANZADA SOCIALISTA,262.0,0.66
NECOCHEA,CONSTRUYENDO PORVENIR,186.0,0.46
NECOCHEA,PARTIDO TIEMPO DE TODOS,93.0,0.23
NECOCHEA,UNION LIBERAL,4.0,0.01
NECOCHEA,ES CON VOS ES CON NOSOTROS,2.0,0.01
NECOCHEA,PARTIDO LIBERTARIO,1.0,0.01
NUEVE DE JULIO,LA LIBERTAD AVANZA,8204.0,33.93
NUEVE DE JULIO,FUERZA PATRIA,6554.0,27.11
NUEVE DE JULIO,NUEVOS AIRES,3902.0,16.14
NUEVE DE JULIO,SOMOS BUENOS AIRES,2524.0,10.44
NUEVE DE JULIO,VALORES REPUBLICANOS,1650.0,6.82
NUEVE DE JULIO,UNION Y LIBERTAD,348.0,1.43
NUEVE DE JULIO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,309.0,1.27
NUEVE DE JULIO,POTENCIA,206.0,0.85
NUEVE DE JULIO,ES CON VOS ES CON NOSOTROS,94.0,0.38
NUEVE DE JULIO,POLITICA OBRERA,81.0,0.33
NUEVE DE JULIO,MOVIMIENTO AVANZADA SOCIALISTA,76.0,0.31
NUEVE DE JULIO,CONSTRUYENDO PORVENIR,69.0,0.28
NUEVE DE JULIO,PARTIDO LIBERTARIO,60.0,0.24
NUEVE DE JULIO,PARTIDO TIEMPO DE TODOS,52.0,0.21
NUEVE DE JULIO,FRENTE PATRIOTA FEDERAL,43.0,0.17
NUEVE DE JULIO,UNION LIBERAL,2.0,0.01
OLAVARRIA,FUERZA PATRIA,22120.0,39.41
OLAVARRIA,LA LIBERTAD AVANZA,20830.0,37.11
OLAVARRIA,SOMOS BUENOS AIRES,4741.0,8.44
OLAVARRIA,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,1922.0,3.42
OLAVARRIA,UNION Y LIBERTAD,1677.0,2.98
OLAVARRIA,PARTIDO LIBERTARIO,1668.0,2.97
OLAVARRIA,POTENCIA,1628.0,2.9
OLAVARRIA,UNION LIBERAL,631.0,1.12
OLAVARRIA,VALORES REPUBLICANOS,234.0,0.41
OLAVARRIA,FRENTE PATRIOTA FEDERAL,190.0,0.33
OLAVARRIA,CONSTRUYENDO PORVENIR,184.0,0.32
OLAVARRIA,MOVIMIENTO AVANZADA SOCIALISTA,161.0,0.28
OLAVARRIA,PARTIDO TIEMPO DE TODOS,132.0,0.23
OLAVARRIA,ES CON VOS ES CON NOSOTROS,4.0,0.01
PEHUAJO,FUERZA PATRIA,11382.0,52.52
PEHUAJO,LA LIBERTAD AVANZA,6989.0,32.25
PEHUAJO,SOMOS BUENOS AIRES,1979.0,9.13
PEHUAJO,POTENCIA,547.0,2.52
PEHUAJO,UNION Y LIBERTAD,170.0,0.78
PEHUAJO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,161.0,0.74
PEHUAJO,NUEVOS AIRES,84.0,0.38
PEHUAJO,VALORES REPUBLICANOS,81.0,0.37
PEHUAJO,ES CON VOS ES CON NOSOTROS,61.0,0.28
PEHUAJO,MOVIMIENTO AVANZADA SOCIALISTA,59.0,0.27
PEHUAJO,POLITICA OBRERA,57.0,0.26
PEHUAJO,FRENTE PATRIOTA FEDERAL,40.0,0.18
PEHUAJO,CONSTRUYENDO PORVENIR,30.0,0.13
PEHUAJO,PARTIDO TIEMPO DE TODOS,25.0,0.11
PEHUAJO,UNION LIBERAL,4.0,0.01
PEHUAJO,PARTIDO LIBERTARIO,0.0,0.0
PILA,FUERZA PATRIA,1331.0,53.34
PILA,LA LIBERTAD AVANZA,619.0,24.8
PILA,SOMOS BUENOS AIRES,487.0,19.51
PILA,UNION Y LIBERTAD,16.0,0.64
PILA,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,11.0,0.44
PILA,POLITICA OBRERA,10.0,0.4
PILA,POTENCIA,7.0,0.28
PILA,MOVIMIENTO AVANZADA SOCIALISTA,5.0,0.2
PILA,CONSTRUYENDO PORVENIR,3.0,0.12
PILA,FRENTE PATRIOTA FEDERAL,2.0,0.08
PILA,PARTIDO TIEMPO DE TODOS,2.0,0.08
PILA,VALORES REPUBLICANOS,2.0,0.08
PILA,ES CON VOS ES CON NOSOTROS,0.0,0.0
PILA,PARTIDO LIBERTARIO,0.0,0.0
PILA,UNION LIBERAL,0.0,0.0
PILAR,FUERZA PATRIA,107044.0,59.72
PILAR,LA LIBERTAD AVANZA,55821.0,31.14
PILAR,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,3478.0,1.94
PILAR,SOMOS BUENOS AIRES,2258.0,1.25
PILAR,CONSTRUYENDO PORVENIR,2054.0,1.14
PILAR,UNION Y LIBERTAD,1834.0,1.02
PILAR,UNION LIBERAL,1597.0,0.89
PILAR,PARTIDO LIBERTARIO,1121.0,0.62
PILAR,POTENCIA,1100.0,0.61
PILAR,POLITICA OBRERA,680.0,0.37
PILAR,MOVIMIENTO AVANZADA SOCIALISTA,611.0,0.34
PILAR,VALORES REPUBLICANOS,461.0,0.25
PILAR,PARTIDO TIEMPO DE TODOS,418.0,0.23
PILAR,ES CON VOS ES CON NOSOTROS,395.0,0.22
PILAR,FRENTE PATRIOTA FEDERAL,358.0,0.19
PINAMAR,LA LIBERTAD AVANZA,8650.0,51.08
PINAMAR,FUERZA PATRIA,5341.0,31.54
PINAMAR,SOMOS BUENOS AIRES,1348.0,7.96
PINAMAR,POTENCIA,577.0,3.4
PINAMAR,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,307.0,1.81
PINAMAR,UNION LIBERAL,186.0,1.09
PINAMAR,UNION Y LIBERTAD,130.0,0.76
PINAMAR,MOVIMIENTO AVANZADA SOCIALISTA,96.0,0.56
PINAMAR,POLITICA OBRERA,84.0,0.49
PINAMAR,CONSTRUYENDO PORVENIR,61.0,0.36
PINAMAR,VALORES REPUBLICANOS,60.0,0.35
PINAMAR,FRENTE PATRIOTA FEDERAL,53.0,0.31
PINAMAR,PARTIDO TIEMPO DE TODOS,30.0,0.17
PINAMAR,ES CON VOS ES CON NOSOTROS,7.0,0.04
PINAMAR,PARTIDO LIBERTARIO,1.0,0.01
RAUCH,FUERZA PATRIA,3979.0,44.53
RAUCH,SOMOS BUENOS AIRES,3342.0,37.4
RAUCH,LA LIBERTAD AVANZA,1384.0,15.48
RAUCH,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,54.0,0.6
RAUCH,POTENCIA,47.0,0.52
RAUCH,UNION Y LIBERTAD,39.0,0.43
RAUCH,POLITICA OBRERA,26.0,0.29
RAUCH,VALORES REPUBLICANOS,15.0,0.16
RAUCH,FRENTE PATRIOTA FEDERAL,14.0,0.15
RAUCH,MOVIMIENTO AVANZADA SOCIALISTA,13.0,0.14
RAUCH,CONSTRUYENDO PORVENIR,9.0,0.1
RAUCH,PARTIDO TIEMPO DE TODOS,6.0,0.06
RAUCH,UNION LIBERAL,6.0,0.06
RAUCH,PARTIDO LIBERTARIO,1.0,0.01
RAUCH,ES CON VOS ES CON NOSOTROS,0.0,0.0
RIVADAVIA,FUERZA PATRIA,4032.0,55.3
RIVADAVIA,LA LIBERTAD AVANZA,2433.0,33.37
RIVADAVIA,SOMOS BUENOS AIRES,524.0,7.18
RIVADAVIA,UNION Y LIBERTAD,100.0,1.37
RIVADAVIA,POTENCIA,36.0,0.49
RIVADAVIA,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,33.0,0.45
RIVADAVIA,VALORES REPUBLICANOS,30.0,0.41
RIVADAVIA,NUEVOS AIRES,27.0,0.37
RIVADAVIA,POLITICA OBRERA,20.0,0.27
RIVADAVIA,ES CON VOS ES CON NOSOTROS,18.0,0.24
RIVADAVIA,FRENTE PATRIOTA FEDERAL,17.0,0.23
RIVADAVIA,MOVIMIENTO AVANZADA SOCIALISTA,9.0,0.12
RIVADAVIA,CONSTRUYENDO PORVENIR,6.0,0.08
RIVADAVIA,PARTIDO TIEMPO DE TODOS,4.0,0.05
RIVADAVIA,UNION LIBERAL,1.0,0.01
RIVADAVIA,PARTIDO LIBERTARIO,0.0,0.0
ROQUE PEREZ,SOMOS BUENOS AIRES,1988.0,35.74
ROQUE PEREZ,FUERZA PATRIA,1654.0,29.73
ROQUE PEREZ,LA LIBERTAD AVANZA,1176.0,21.14
ROQUE PEREZ,POTENCIA,272.0,4.89
ROQUE PEREZ,UNION Y LIBERTAD,216.0,3.88
ROQUE PEREZ,CONSTRUYENDO PORVENIR,140.0,2.51
ROQUE PEREZ,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,56.0,1.0
ROQUE PEREZ,VALORES REPUBLICANOS,19.0,0.34
ROQUE PEREZ,MOVIMIENTO AVANZADA SOCIALISTA,17.0,0.3
ROQUE PEREZ,FRENTE PATRIOTA FEDERAL,13.0,0.23
ROQUE PEREZ,PARTIDO TIEMPO DE TODOS,11.0,0.19
ROQUE PEREZ,ES CON VOS ES CON NOSOTROS,0.0,0.0
ROQUE PEREZ,PARTIDO LIBERTARIO,0.0,0.0
ROQUE PEREZ,UNION LIBERAL,0.0,0.0
SALADILLO,SOMOS BUENOS AIRES,5422.0,30.93
SALADILLO,FUERZA PATRIA,5013.0,28.6
SALADILLO,LA LIBERTAD AVANZA,4475.0,25.53
SALADILLO,POTENCIA,1159.0,6.61
SALADILLO,UNION LIBERAL,660.0,3.76
SALADILLO,UNION Y LIBERTAD,308.0,1.75
SALADILLO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,261.0,1.48
SALADILLO,MOVIMIENTO AVANZADA SOCIALISTA,54.0,0.3
SALADILLO,VALORES REPUBLICANOS,50.0,0.28
SALADILLO,CONSTRUYENDO PORVENIR,48.0,0.27
SALADILLO,FRENTE PATRIOTA FEDERAL,46.0,0.26
SALADILLO,PARTIDO TIEMPO DE TODOS,27.0,0.15
SALADILLO,PARTIDO LIBERTARIO,3.0,0.01
SALADILLO,ES CON VOS ES CON NOSOTROS,0.0,0.0
SAN CAYETANO,SOMOS BUENOS AIRES,1537.0,34.59
SAN CAYETANO,LA LIBERTAD AVANZA,1196.0,26.91
SAN CAYETANO,FUERZA PATRIA,1116.0,25.11
SAN CAYETANO,UNION Y LIBERTAD,533.0,11.99
SAN CAYETANO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,16.0,0.36
SAN CAYETANO,POLITICA OBRERA,12.0,0.27
SAN CAYETANO,MOVIMIENTO AVANZADA SOCIALISTA,10.0,0.22
SAN CAYETANO,VALORES REPUBLICANOS,8.0,0.18
SAN CAYETANO,POTENCIA,7.0,0.15
SAN CAYETANO,CONSTRUYENDO PORVENIR,3.0,0.06
SAN CAYETANO,FRENTE PATRIOTA FEDERAL,3.0,0.06
SAN CAYETANO,PARTIDO TIEMPO DE TODOS,2.0,0.04
SAN CAYETANO,ES CON VOS ES CON NOSOTROS,0.0,0.0
SAN CAYETANO,PARTIDO LIBERTARIO,0.0,0.0
SAN CAYETANO,UNION LIBERAL,0.0,0.0
SAN FERNANDO,FUERZA PATRIA,46979.0,55.66
SAN FERNANDO,LA LIBERTAD AVANZA,26742.0,31.68
SAN FERNANDO,SOMOS BUENOS AIRES,2985.0,3.53
SAN FERNANDO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,2123.0,2.51
SAN FERNANDO,UNION Y LIBERTAD,1417.0,1.67
SAN FERNANDO,POTENCIA,1265.0,1.49
SAN FERNANDO,PARTIDO LIBERTARIO,1033.0,1.22
SAN FERNANDO,UNION LIBERAL,394.0,0.46
SAN FERNANDO,POLITICA OBRERA,322.0,0.38
SAN FERNANDO,ES CON VOS ES CON NOSOTROS,271.0,0.32
SAN FERNANDO,MOVIMIENTO AVANZADA SOCIALISTA,265.0,0.31
SAN FERNANDO,PARTIDO TIEMPO DE TODOS,161.0,0.19
SAN FERNANDO,CONSTRUYENDO PORVENIR,152.0,0.18
SAN FERNANDO,VALORES REPUBLICANOS,146.0,0.17
SAN FERNANDO,FRENTE PATRIOTA FEDERAL,137.0,0.16
SAN ISIDRO,LA LIBERTAD AVANZA,91071.0,57.37
SAN ISIDRO,FUERZA PATRIA,44505.0,28.03
SAN ISIDRO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,6537.0,4.11
SAN ISIDRO,SOMOS BUENOS AIRES,6537.0,4.11
SAN ISIDRO,POTENCIA,2651.0,1.67
SAN ISIDRO,UNION Y LIBERTAD,2041.0,1.28
SAN ISIDRO,UNION LIBERAL,1148.0,0.72
SAN ISIDRO,CONSTRUYENDO PORVENIR,886.0,0.55
SAN ISIDRO,POLITICA OBRERA,817.0,0.51
SAN ISIDRO,MOVIMIENTO AVANZADA SOCIALISTA,713.0,0.44
SAN ISIDRO,ES CON VOS ES CON NOSOTROS,655.0,0.41
SAN ISIDRO,VALORES REPUBLICANOS,467.0,0.29
SAN ISIDRO,PARTIDO TIEMPO DE TODOS,431.0,0.27
SAN ISIDRO,FRENTE PATRIOTA FEDERAL,252.0,0.15
SAN ISIDRO,PARTIDO LIBERTARIO,9.0,0.01
SAN MIGUEL,FUERZA PATRIA,56760.0,48.45
SAN MIGUEL,LA LIBERTAD AVANZA,44541.0,38.02
SAN MIGUEL,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,5613.0,4.79
SAN MIGUEL,SOMOS BUENOS AIRES,2251.0,1.92
SAN MIGUEL,POTENCIA,1848.0,1.57
SAN MIGUEL,UNION Y LIBERTAD,1766.0,1.5
SAN MIGUEL,ES CON VOS ES CON NOSOTROS,691.0,0.58
SAN MIGUEL,UNION LIBERAL,642.0,0.54
SAN MIGUEL,POLITICA OBRERA,631.0,0.53
SAN MIGUEL,MOVIMIENTO AVANZADA SOCIALISTA,610.0,0.52
SAN MIGUEL,CONSTRUYENDO PORVENIR,461.0,0.39
SAN MIGUEL,PARTIDO TIEMPO DE TODOS,451.0,0.38
SAN MIGUEL,FRENTE PATRIOTA FEDERAL,437.0,0.37
SAN MIGUEL,VALORES REPUBLICANOS,409.0,0.34
SAN MIGUEL,PARTIDO LIBERTARIO,18.0,0.01
SUIPACHA,FUERZA PATRIA,2570.0,39.55
SUIPACHA,POTENCIA,1859.0,28.6
SUIPACHA,LA LIBERTAD AVANZA,1759.0,27.06
SUIPACHA,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,80.0,1.23
SUIPACHA,UNION Y LIBERTAD,44.0,0.67
SUIPACHA,SOMOS BUENOS AIRES,41.0,0.63
SUIPACHA,UNION LIBERAL,27.0,0.41
SUIPACHA,ES CON VOS ES CON NOSOTROS,21.0,0.32
SUIPACHA,POLITICA OBRERA,19.0,0.29
SUIPACHA,CONSTRUYENDO PORVENIR,18.0,0.27
SUIPACHA,MOVIMIENTO AVANZADA SOCIALISTA,17.0,0.26
SUIPACHA,PARTIDO TIEMPO DE TODOS,16.0,0.24
SUIPACHA,VALORES REPUBLICANOS,15.0,0.23
SUIPACHA,FRENTE PATRIOTA FEDERAL,12.0,0.18
SUIPACHA,PARTIDO LIBERTARIO,0.0,0.0
TANDIL,LA LIBERTAD AVANZA,27583.0,41.18
TANDIL,FUERZA PATRIA,24903.0,37.18
TANDIL,SOMOS BUENOS AIRES,8644.0,12.9
TANDIL,POTENCIA,1803.0,2.69
TANDIL,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,1672.0,2.49
TANDIL,UNION Y LIBERTAD,446.0,0.66
TANDIL,POLITICA OBRERA,390.0,0.58
TANDIL,UNION LIBERAL,372.0,0.55
TANDIL,MOVIMIENTO AVANZADA SOCIALISTA,285.0,0.42
TANDIL,VALORES REPUBLICANOS,254.0,0.37
TANDIL,PARTIDO LIBERTARIO,218.0,0.32
TANDIL,CONSTRUYENDO PORVENIR,162.0,0.24
TANDIL,FRENTE PATRIOTA FEDERAL,141.0,0.21
TANDIL,PARTIDO TIEMPO DE TODOS,94.0,0.14
TANDIL,ES CON VOS ES CON NOSOTROS,10.0,0.01
TAPALQUE,FUERZA PATRIA,2412.0,45.07
TAPALQUE,LA LIBERTAD AVANZA,1378.0,25.75
TAPALQUE,SOMOS BUENOS AIRES,1086.0,20.29
TAPALQUE,UNION LIBERAL,220.0,4.11
TAPALQUE,UNION Y LIBERTAD,106.0,1.98
TAPALQUE,POTENCIA,45.0,0.84
TAPALQUE,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,38.0,0.71
TAPALQUE,FRENTE PATRIOTA FEDERAL,19.0,0.35
TAPALQUE,VALORES REPUBLICANOS,15.0,0.28
TAPALQUE,MOVIMIENTO AVANZADA SOCIALISTA,14.0,0.26
TAPALQUE,CONSTRUYENDO PORVENIR,11.0,0.2
TAPALQUE,PARTIDO TIEMPO DE TODOS,7.0,0.13
TAPALQUE,ES CON VOS ES CON NOSOTROS,0.0,0.0
TAPALQUE,PARTIDO LIBERTARIO,0.0,0.0
TIGRE,FUERZA PATRIA,70194.0,35.23
TIGRE,LA LIBERTAD AVANZA,69369.0,34.81
TIGRE,SOMOS BUENOS AIRES,38461.0,19.3
TIGRE,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,7104.0,3.56
TIGRE,PARTIDO LIBERTARIO,4831.0,2.42
TIGRE,POTENCIA,2453.0,1.23
TIGRE,UNION Y LIBERTAD,2102.0,1.05
TIGRE,UNION LIBERAL,998.0,0.5
TIGRE,POLITICA OBRERA,790.0,0.39
TIGRE,PARTIDO TIEMPO DE TODOS,600.0,0.3
TIGRE,CONSTRUYENDO PORVENIR,596.0,0.29
TIGRE,ES CON VOS ES CON NOSOTROS,528.0,0.26
TIGRE,MOVIMIENTO AVANZADA SOCIALISTA,495.0,0.24
TIGRE,VALORES REPUBLICANOS,391.0,0.19
TIGRE,FRENTE PATRIOTA FEDERAL,327.0,0.16
TORDILLO,FUERZA PATRIA,788.0,45.23
TORDILLO,LA LIBERTAD AVANZA,703.0,40.35
TORDILLO,SOMOS BUENOS AIRES,219.0,12.57
TORDILLO,UNION Y LIBERTAD,13.0,0.74
TORDILLO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,5.0,0.28
TORDILLO,POLITICA OBRERA,5.0,0.28
TORDILLO,POTENCIA,4.0,0.22
TORDILLO,FRENTE PATRIOTA FEDERAL,2.0,0.11
TORDILLO,VALORES REPUBLICANOS,2.0,0.11
TORDILLO,MOVIMIENTO AVANZADA SOCIALISTA,1.0,0.05
TORDILLO,CONSTRUYENDO PORVENIR,0.0,0.0
TORDILLO,ES CON VOS ES CON NOSOTROS,0.0,0.0
TORDILLO,PARTIDO LIBERTARIO,0.0,0.0
TORDILLO,PARTIDO TIEMPO DE TODOS,0.0,0.0
TORDILLO,UNION LIBERAL,0.0,0.0
TRENQUE LAUQUEN,LA LIBERTAD AVANZA,7615.0,34.32
TRENQUE LAUQUEN,FUERZA PATRIA,6884.0,31.02
TRENQUE LAUQUEN,SOMOS BUENOS AIRES,6086.0,27.43
TRENQUE LAUQUEN,UNION LIBERAL,435.0,1.96
TRENQUE LAUQUEN,UNION Y LIBERTAD,213.0,0.96
TRENQUE LAUQUEN,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,187.0,0.84
TRENQUE LAUQUEN,NUEVOS AIRES,178.0,0.8
TRENQUE LAUQUEN,POTENCIA,155.0,0.69
TRENQUE LAUQUEN,VALORES REPUBLICANOS,113.0,0.5
TRENQUE LAUQUEN,ES CON VOS ES CON NOSOTROS,63.0,0.28
TRENQUE LAUQUEN,MOVIMIENTO AVANZADA SOCIALISTA,58.0,0.26
TRENQUE LAUQUEN,POLITICA OBRERA,58.0,0.26
TRENQUE LAUQUEN,CONSTRUYENDO PORVENIR,50.0,0.22
TRENQUE LAUQUEN,PARTIDO TIEMPO DE TODOS,46.0,0.2
TRENQUE LAUQUEN,FRENTE PATRIOTA FEDERAL,44.0,0.19
TRENQUE LAUQUEN,PARTIDO LIBERTARIO,1.0,0.01
TRES DE FEBRERO,LA LIBERTAD AVANZA,84449.0,46.33
TRES DE FEBRERO,FUERZA PATRIA,77078.0,42.28
TRES DE FEBRERO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,8670.0,4.75
TRES DE FEBRERO,SOMOS BUENOS AIRES,3940.0,2.16
TRES DE FEBRERO,POTENCIA,1788.0,0.98
TRES DE FEBRERO,UNION LIBERAL,988.0,0.54
TRES DE FEBRERO,POLITICA OBRERA,980.0,0.53
TRES DE FEBRERO,UNION Y LIBERTAD,878.0,0.48
TRES DE FEBRERO,MOVIMIENTO AVANZADA SOCIALISTA,839.0,0.46
TRES DE FEBRERO,ES CON VOS ES CON NOSOTROS,711.0,0.39
TRES DE FEBRERO,FRENTE PATRIOTA FEDERAL,599.0,0.32
TRES DE FEBRERO,VALORES REPUBLICANOS,548.0,0.3
TRES DE FEBRERO,CONSTRUYENDO PORVENIR,421.0,0.23
TRES DE FEBRERO,PARTIDO TIEMPO DE TODOS,376.0,0.2
TRES DE FEBRERO,PARTIDO LIBERTARIO,6.0,0.01
VEINTICINCO DE MAYO,FUERZA PATRIA,6819.0,46.97
VEINTICINCO DE MAYO,LA LIBERTAD AVANZA,4310.0,29.68
VEINTICINCO DE MAYO,SOMOS BUENOS AIRES,2032.0,13.99
VEINTICINCO DE MAYO,UNION Y LIBERTAD,295.0,2.03
VEINTICINCO DE MAYO,PARTIDO LIBERTARIO,274.0,1.88
VEINTICINCO DE MAYO,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,273.0,1.88
VEINTICINCO DE MAYO,POTENCIA,238.0,1.63
VEINTICINCO DE MAYO,VALORES REPUBLICANOS,68.0,0.46
VEINTICINCO DE MAYO,MOVIMIENTO AVANZADA SOCIALISTA,58.0,0.39
VEINTICINCO DE MAYO,CONSTRUYENDO PORVENIR,56.0,0.38
VEINTICINCO DE MAYO,PARTIDO TIEMPO DE TODOS,47.0,0.32
VEINTICINCO DE MAYO,FRENTE PATRIOTA FEDERAL,46.0,0.31
VEINTICINCO DE MAYO,UNION LIBERAL,1.0,0.01
VEINTICINCO DE MAYO,ES CON VOS ES CON NOSOTROS,0.0,0.0
VICENTE LOPEZ,LA LIBERTAD AVANZA,82315.0,54.7
VICENTE LOPEZ,FUERZA PATRIA,43172.0,28.69
VICENTE LOPEZ,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,8181.0,5.43
VICENTE LOPEZ,SOMOS BUENOS AIRES,7450.0,4.95
VICENTE LOPEZ,POTENCIA,2557.0,1.69
VICENTE LOPEZ,UNION Y LIBERTAD,1904.0,1.26
VICENTE LOPEZ,ES CON VOS ES CON NOSOTROS,1078.0,0.71
VICENTE LOPEZ,MOVIMIENTO AVANZADA SOCIALISTA,1004.0,0.66
VICENTE LOPEZ,POLITICA OBRERA,657.0,0.43
VICENTE LOPEZ,PARTIDO TIEMPO DE TODOS,578.0,0.38
VICENTE LOPEZ,UNION LIBERAL,530.0,0.35
VICENTE LOPEZ,VALORES REPUBLICANOS,412.0,0.27
VICENTE LOPEZ,CONSTRUYENDO PORVENIR,364.0,0.24
VICENTE LOPEZ,FRENTE PATRIOTA FEDERAL,258.0,0.17
VICENTE LOPEZ,PARTIDO LIBERTARIO,14.0,0.01
VILLA GESELL,LA LIBERTAD AVANZA,7263.0,38.4
VILLA GESELL,FUERZA PATRIA,6341.0,33.53
VILLA GESELL,SOMOS BUENOS AIRES,2268.0,11.99
VILLA GESELL,UNION Y LIBERTAD,1740.0,9.2
VILLA GESELL,FTE DE IZQ. Y DE TRABAJADORES - UNIDAD,532.0,2.81
VILLA GESELL,POTENCIA,288.0,1.52
VILLA GESELL,FRENTE PATRIOTA FEDERAL,141.0,0.74
VILLA GESELL,UNION LIBERAL,93.0,0.49
VILLA GESELL,POLITICA OBRERA,80.0,0.42
VILLA GESELL,MOVIMIENTO AVANZADA SOCIALISTA,70.0,0.37
VILLA GESELL,CONSTRUYENDO PORVENIR,36.0,0.19
VILLA GESELL,VALORES REPUBLICANOS,36.0,0.19
VILLA GESELL,PARTIDO TIEMPO DE TODOS,20.0,0.1
VILLA GESELL,PARTIDO LIBERTARIO,2.0,0.01
VILLA GESELL,ES CON VOS ES CON NOSOTROS,1.0,0.01
